V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,SC0_0,SC0_1,SC0_2,Q_TotalDuration,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q12,Q13,Q14,Q15,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19_1,Q19_2,Q19_3,Q19_4,Q20,Q21,Q22,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2bQAjktmcTDOa4m,Default Response Set,Anonymous,,,152.28.198.40,0,2016-06-20 16:39:50,2016-06-20 16:50:23,1,20,1,0,632,1,a. metformin,d. For the last 6 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",a. Yes,"c. December 29, 2015, from 1500mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,"b. No, I can see that he has NOT filled his prescription refill at the pharmacy in this display.",,,,,e. Colchicine,"b. Continue metformin and add another oral agent, not in the sulfonylurea class (ie. piaglitazone).",a. Thiazide,b. Despite his full compliance his blood pressure did not decrease so his thiazide dose was increased.,b. ACE inhibitors,d. I cannot tell by the information displayed on this screen what may have happened.,b. I would maximize his calcium channel blocker and trial for another 3 months.,a. Selective serotonin reuptake inhibitors (SSRIs),b. Selective norepinephrine reuptake inhibitors (SNRIs),,d. Monoamine oxidase inhibitors (MAOIs),,,b. Sertraline,,,a. Dr. Bradley,"c. December 17, 2006","c.  Sertraline was used as a monotherapy and was escalated in dose. It may not have been effective at the high dose, and therefore another agent, Bupropion was added.",35.811599731445,-78.646003723145,-1,
R_snTs3BJAmwsInBv,Default Response Set,Anonymous,,,45.37.98.87,0,2016-06-20 17:41:52,2016-06-20 17:54:09,1,21,1,0,737,1,a. metformin,d. For the last 6 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",a. Yes,"c. December 29, 2015, from 1500mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,"b. No, I can see that he has NOT filled his prescription refill at the pharmacy in this display.",,,c. Naproxen,,e. Colchicine,"b. Continue metformin and add another oral agent, not in the sulfonylurea class (ie. piaglitazone).",a. Thiazide,d. Despite his full compliance his blood pressure did not decrease so a new medication was added to his regimen in addition to his thiazide medication.,b. ACE inhibitors,d. I cannot tell by the information displayed on this screen what may have happened.,b. I would maximize his calcium channel blocker and trial for another 3 months.,a. Selective serotonin reuptake inhibitors (SSRIs),,,,e. Atypical antidepressants,,b. Sertraline,c. Fluoxetine,,a. Dr. Bradley,"c. December 17, 2006","a. The patient may have been experiencing side effects of Sertraline, therefore switched to Bupropion as monotherapy instead.",35.966598510742,-79.041000366211,-1,
R_3fcICieMvp2xnB3,Default Response Set,Anonymous,,,45.37.84.75,0,2016-06-20 17:52:46,2016-06-20 18:11:30,1,24,1,0,1124,1,a. metformin,d. For the last 6 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",a. Yes,"c. December 29, 2015, from 1500mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,"b. No, I can see that he has NOT filled his prescription refill at the pharmacy in this display.",,,c. Naproxen,,e. Colchicine,"b. Continue metformin and add another oral agent, not in the sulfonylurea class (ie. piaglitazone).",a. Thiazide,b. Despite his full compliance his blood pressure did not decrease so his thiazide dose was increased.,b. ACE inhibitors,b. He was compliant with his medications for several months but perhaps his blood pressure remained high. I can see that the dosages were increased on both classes of anti-hypertensives.,b. I would maximize his calcium channel blocker and trial for another 3 months.,a. Selective serotonin reuptake inhibitors (SSRIs),,,,e. Atypical antidepressants,,b. Sertraline,c. Fluoxetine,,a. Dr. Bradley,"c. December 17, 2006","c.  Sertraline was used as a monotherapy and was escalated in dose. It may not have been effective at the high dose, and therefore another agent, Bupropion was added.",35.889602661133,-78.92440032959,-1,
R_2Vdw0bCsIQR4cCq,Default Response Set,Anonymous,,,104.172.229.254,0,2016-06-20 20:20:06,2016-06-20 20:34:56,1,18,1,0,890,1,a. metformin,d. For the last 6 years,"a. Yes, he told me he was compliant with his medication regimen but I cannot see whether he has filled his prescription at the pharmacy.",a. Yes,"c. December 29, 2015, from 1500mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,c. I don’t know.  I cannot see whether he has filled his prescription at the pharmacy in this display.,,,c. Naproxen,,e. Colchicine,"b. Continue metformin and add another oral agent, not in the sulfonylurea class (ie. piaglitazone).",b. ACE Inhibitor,d. Despite his full compliance his blood pressure did not decrease so a new medication was added to his regimen in addition to his thiazide medication.,b. ACE inhibitors,b. He was compliant with his medications for several months but perhaps his blood pressure remained high. I can see that the dosages were increased on both classes of anti-hypertensives.,b. I would maximize his calcium channel blocker and trial for another 3 months.,a. Selective serotonin reuptake inhibitors (SSRIs),,,,e. Atypical antidepressants,,,c. Fluoxetine,,a. Dr. Bradley,"c. December 17, 2006","a. The patient may have been experiencing side effects of Sertraline, therefore switched to Bupropion as monotherapy instead.",33.994995117188,-118.39170074463,-1,
R_31sJLyvHP6VcgmA,Default Response Set,Anonymous,,,45.37.81.43,0,2016-06-20 21:01:15,2016-06-20 21:11:05,1,20,1,0,590,1,a. metformin,d. For the last 6 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",a. Yes,"c. December 29, 2015, from 1500mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,"a. Yes, I can see that he has filled his prescriptions on his medication display.",,,,,e. Colchicine,"b. Continue metformin and add another oral agent, not in the sulfonylurea class (ie. piaglitazone).",a. Thiazide,b. Despite his full compliance his blood pressure did not decrease so his thiazide dose was increased.,a. Calcium channel blockers,d. I cannot tell by the information displayed on this screen what may have happened.,b. I would maximize his calcium channel blocker and trial for another 3 months.,a. Selective serotonin reuptake inhibitors (SSRIs),,,,e. Atypical antidepressants,,b. Sertraline,c. Fluoxetine,,a. Dr. Bradley,"c. December 17, 2006","c.  Sertraline was used as a monotherapy and was escalated in dose. It may not have been effective at the high dose, and therefore another agent, Bupropion was added.",35.889602661133,-78.92440032959,-1,
R_1N4jO8ApttZcJ6Y,Default Response Set,Anonymous,,,45.37.186.190,0,2016-06-22 19:16:41,2016-06-22 19:26:44,1,23,1,0,602,1,a. metformin,d. For the last 6 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",a. Yes,"c. December 29, 2015, from 1500mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,"b. No, I can see that he has NOT filled his prescription refill at the pharmacy in this display.",,,c. Naproxen,,e. Colchicine,"b. Continue metformin and add another oral agent, not in the sulfonylurea class (ie. piaglitazone).",a. Thiazide,b. Despite his full compliance his blood pressure did not decrease so his thiazide dose was increased.,b. ACE inhibitors,d. I cannot tell by the information displayed on this screen what may have happened.,b. I would maximize his calcium channel blocker and trial for another 3 months.,a. Selective serotonin reuptake inhibitors (SSRIs),,,,e. Atypical antidepressants,,b. Sertraline,c. Fluoxetine,,a. Dr. Bradley,"c. December 17, 2006","c.  Sertraline was used as a monotherapy and was escalated in dose. It may not have been effective at the high dose, and therefore another agent, Bupropion was added.",35.946594238281,-78.797698974609,-1,
R_4YJXsgKmRaNlJC1,Default Response Set,Anonymous,,,107.13.142.147,0,2016-06-22 19:40:22,2016-06-22 19:53:55,1,21,1,0,813,1,a. metformin,d. For the last 6 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",a. Yes,"c. December 29, 2015, from 1500mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,"b. No, I can see that he has NOT filled his prescription refill at the pharmacy in this display.",,,c. Naproxen,,e. Colchicine,"b. Continue metformin and add another oral agent, not in the sulfonylurea class (ie. piaglitazone).",a. Thiazide,b. Despite his full compliance his blood pressure did not decrease so his thiazide dose was increased.,b. ACE inhibitors,b. He was compliant with his medications for several months but perhaps his blood pressure remained high. I can see that the dosages were increased on both classes of anti-hypertensives.,b. I would maximize his calcium channel blocker and trial for another 3 months.,a. Selective serotonin reuptake inhibitors (SSRIs),b. Selective norepinephrine reuptake inhibitors (SNRIs),,,,a. Bupropion,b. Sertraline,,,a. Dr. Bradley,"d. December 17, 2007","c.  Sertraline was used as a monotherapy and was escalated in dose. It may not have been effective at the high dose, and therefore another agent, Bupropion was added.",35.889602661133,-78.92440032959,-1,
R_SK2kUGYKhQSw5BD,Default Response Set,Anonymous,,,140.163.254.158,0,2016-06-23 12:20:58,2016-06-23 12:38:16,1,22,1,0,1037,1,a. metformin,d. For the last 6 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",a. Yes,"d. December 29, 2015, from 1700mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,"b. No, I can see that he has NOT filled his prescription refill at the pharmacy in this display.",,,c. Naproxen,,e. Colchicine,"b. Continue metformin and add another oral agent, not in the sulfonylurea class (ie. piaglitazone).",a. Thiazide,b. Despite his full compliance his blood pressure did not decrease so his thiazide dose was increased.,b. ACE inhibitors,b. He was compliant with his medications for several months but perhaps his blood pressure remained high. I can see that the dosages were increased on both classes of anti-hypertensives.,b. I would maximize his calcium channel blocker and trial for another 3 months.,a. Selective serotonin reuptake inhibitors (SSRIs),,,,e. Atypical antidepressants,,b. Sertraline,,,a. Dr. Bradley,"c. December 17, 2006","c.  Sertraline was used as a monotherapy and was escalated in dose. It may not have been effective at the high dose, and therefore another agent, Bupropion was added.",40.769393920898,-73.960899353027,-1,
R_1gNO25FcnQcUzC5,Default Response Set,Anonymous,,,75.189.147.68,0,2016-06-23 22:01:59,2016-06-23 22:13:45,1,23,1,0,706,1,a. metformin,d. For the last 6 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",a. Yes,"c. December 29, 2015, from 1500mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,"b. No, I can see that he has NOT filled his prescription refill at the pharmacy in this display.",,,,,e. Colchicine,"b. Continue metformin and add another oral agent, not in the sulfonylurea class (ie. piaglitazone).",a. Thiazide,b. Despite his full compliance his blood pressure did not decrease so his thiazide dose was increased.,b. ACE inhibitors,b. He was compliant with his medications for several months but perhaps his blood pressure remained high. I can see that the dosages were increased on both classes of anti-hypertensives.,b. I would maximize his calcium channel blocker and trial for another 3 months.,a. Selective serotonin reuptake inhibitors (SSRIs),,,,e. Atypical antidepressants,,b. Sertraline,c. Fluoxetine,,a. Dr. Bradley,"c. December 17, 2006","c.  Sertraline was used as a monotherapy and was escalated in dose. It may not have been effective at the high dose, and therefore another agent, Bupropion was added.",36.037796020508,-78.985801696777,-1,
R_24oYneWKeVH3a7X,Default Response Set,Anonymous,,,24.211.197.79,0,2016-06-25 06:00:09,2016-06-25 06:29:44,1,17,1,0,1775,1,a. metformin,d. For the last 6 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",b. No,"c. December 29, 2015, from 1500mg to 2000mg",a. Yes,b. 100mg and 150mg,c. Dr. Emerman,"b. No, I can see that he has NOT filled his prescription refill at the pharmacy in this display.",,,c. Naproxen,,,"b. Continue metformin and add another oral agent, not in the sulfonylurea class (ie. piaglitazone).",b. ACE Inhibitor,d. Despite his full compliance his blood pressure did not decrease so a new medication was added to his regimen in addition to his thiazide medication.,b. ACE inhibitors,b. He was compliant with his medications for several months but perhaps his blood pressure remained high. I can see that the dosages were increased on both classes of anti-hypertensives.,b. I would maximize his calcium channel blocker and trial for another 3 months.,a. Selective serotonin reuptake inhibitors (SSRIs),,,,e. Atypical antidepressants,,b. Sertraline,,,a. Dr. Bradley,"c. December 17, 2006",b. Bupropion is in the SSRI drug class. The provider may have desired to try another SSRI agent.,35.789505004883,-78.874298095703,-1,
R_W1LYe4hqw5x8pQB,Default Response Set,Anonymous,,,152.2.70.22,0,2016-06-25 15:09:01,2016-06-25 15:29:15,1,22,1,0,1214,1,a. metformin,d. For the last 6 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",b. No,"c. December 29, 2015, from 1500mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,"b. No, I can see that he has NOT filled his prescription refill at the pharmacy in this display.",,,c. Naproxen,d. Bupropion,e. Colchicine,"b. Continue metformin and add another oral agent, not in the sulfonylurea class (ie. piaglitazone).",a. Thiazide,b. Despite his full compliance his blood pressure did not decrease so his thiazide dose was increased.,b. ACE inhibitors,d. I cannot tell by the information displayed on this screen what may have happened.,b. I would maximize his calcium channel blocker and trial for another 3 months.,a. Selective serotonin reuptake inhibitors (SSRIs),,,,e. Atypical antidepressants,,b. Sertraline,c. Fluoxetine,,a. Dr. Bradley,"c. December 17, 2006","c.  Sertraline was used as a monotherapy and was escalated in dose. It may not have been effective at the high dose, and therefore another agent, Bupropion was added.",36.052505493164,-79.107696533203,-1,
R_a5bzFPIGZlpa5m9,Default Response Set,Anonymous,,,24.5.192.74,0,2016-06-26 23:09:09,2016-06-26 23:22:44,1,24,1,0,815,1,a. metformin,d. For the last 6 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",a. Yes,"c. December 29, 2015, from 1500mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,"b. No, I can see that he has NOT filled his prescription refill at the pharmacy in this display.",,,c. Naproxen,,e. Colchicine,"b. Continue metformin and add another oral agent, not in the sulfonylurea class (ie. piaglitazone).",a. Thiazide,b. Despite his full compliance his blood pressure did not decrease so his thiazide dose was increased.,b. ACE inhibitors,b. He was compliant with his medications for several months but perhaps his blood pressure remained high. I can see that the dosages were increased on both classes of anti-hypertensives.,b. I would maximize his calcium channel blocker and trial for another 3 months.,a. Selective serotonin reuptake inhibitors (SSRIs),b. Selective norepinephrine reuptake inhibitors (SNRIs),,,e. Atypical antidepressants,,b. Sertraline,c. Fluoxetine,,a. Dr. Bradley,"c. December 17, 2006","c.  Sertraline was used as a monotherapy and was escalated in dose. It may not have been effective at the high dose, and therefore another agent, Bupropion was added.",37.901702880859,-122.26150512695,-1,
R_11jAOorITD62PJY,Default Response Set,Anonymous,,,174.109.108.194,0,2016-06-20 10:02:40,2016-06-20 10:03:18,0,4,1,0,38,1,a. metformin,d. For the last 6 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",a. Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_YaiT5GrcMJYKf1D,Default Response Set,Anonymous,,,152.16.191.80,0,2016-06-27 15:25:00,2016-06-27 15:40:51,1,21,1,0,951,1,a. metformin,d. For the last 6 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",a. Yes,"c. December 29, 2015, from 1500mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,"b. No, I can see that he has NOT filled his prescription refill at the pharmacy in this display.",,,c. Naproxen,,,"b. Continue metformin and add another oral agent, not in the sulfonylurea class (ie. piaglitazone).",a. Thiazide,b. Despite his full compliance his blood pressure did not decrease so his thiazide dose was increased.,b. ACE inhibitors,d. I cannot tell by the information displayed on this screen what may have happened.,b. I would maximize his calcium channel blocker and trial for another 3 months.,a. Selective serotonin reuptake inhibitors (SSRIs),,,,e. Atypical antidepressants,,b. Sertraline,c. Fluoxetine,,a. Dr. Bradley,"c. December 17, 2006","a. The patient may have been experiencing side effects of Sertraline, therefore switched to Bupropion as monotherapy instead.",35.946594238281,-78.797698974609,-1,
R_1DpsQLTLQiRUrC9,Default Response Set,Anonymous,,,71.77.66.236,0,2016-06-27 15:30:58,2016-06-27 15:45:50,1,23,1,0,892,1,a. metformin,d. For the last 6 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",a. Yes,"c. December 29, 2015, from 1500mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,"b. No, I can see that he has NOT filled his prescription refill at the pharmacy in this display.",,,c. Naproxen,,e. Colchicine,c. Discontinue metformin and add long-acting insulin to his current regimen only.,a. Thiazide,b. Despite his full compliance his blood pressure did not decrease so his thiazide dose was increased.,b. ACE inhibitors,b. He was compliant with his medications for several months but perhaps his blood pressure remained high. I can see that the dosages were increased on both classes of anti-hypertensives.,b. I would maximize his calcium channel blocker and trial for another 3 months.,a. Selective serotonin reuptake inhibitors (SSRIs),,,,e. Atypical antidepressants,,b. Sertraline,c. Fluoxetine,,a. Dr. Bradley,"c. December 17, 2006","c.  Sertraline was used as a monotherapy and was escalated in dose. It may not have been effective at the high dose, and therefore another agent, Bupropion was added.",36.035507202148,-78.83910369873,-1,
R_2w6wXMN6W3EkbmX,Default Response Set,Anonymous,,,45.37.113.60,0,2016-06-27 15:28:08,2016-06-27 15:46:01,1,18,1,0,1073,1,a. metformin,d. For the last 6 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",a. Yes,"d. December 29, 2015, from 1700mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,"a. Yes, I can see that he has filled his prescriptions on his medication display.",,,c. Naproxen,,e. Colchicine,"b. Continue metformin and add another oral agent, not in the sulfonylurea class (ie. piaglitazone).",a. Thiazide,b. Despite his full compliance his blood pressure did not decrease so his thiazide dose was increased.,b. ACE inhibitors,a. He was non-compliant with his medication. Perhaps he was experiencing side effects. I will inquire more about this.,d. I would not change anything in his treatment regimen.,a. Selective serotonin reuptake inhibitors (SSRIs),,,,e. Atypical antidepressants,,b. Sertraline,,,a. Dr. Bradley,"e. January 18, 2007","c.  Sertraline was used as a monotherapy and was escalated in dose. It may not have been effective at the high dose, and therefore another agent, Bupropion was added.",35.849502563477,-79.034103393555,-1,
R_D64xjL3MYnz90u5,Default Response Set,Anonymous,,,174.109.99.20,0,2016-06-27 15:44:13,2016-06-27 15:55:44,1,23,1,0,690,1,a. metformin,d. For the last 6 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",a. Yes,"c. December 29, 2015, from 1500mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,"b. No, I can see that he has NOT filled his prescription refill at the pharmacy in this display.",,,c. Naproxen,d. Bupropion,e. Colchicine,"b. Continue metformin and add another oral agent, not in the sulfonylurea class (ie. piaglitazone).",a. Thiazide,b. Despite his full compliance his blood pressure did not decrease so his thiazide dose was increased.,b. ACE inhibitors,d. I cannot tell by the information displayed on this screen what may have happened.,b. I would maximize his calcium channel blocker and trial for another 3 months.,a. Selective serotonin reuptake inhibitors (SSRIs),b. Selective norepinephrine reuptake inhibitors (SNRIs),,,e. Atypical antidepressants,,b. Sertraline,c. Fluoxetine,,a. Dr. Bradley,"c. December 17, 2006","c.  Sertraline was used as a monotherapy and was escalated in dose. It may not have been effective at the high dose, and therefore another agent, Bupropion was added.",36.092407226562,-78.901000976562,-1,
R_3qVdXr3LhcvCi9r,Default Response Set,Anonymous,,,24.163.89.102,0,2016-06-27 15:52:26,2016-06-27 16:12:45,1,22,1,0,1218,1,a. metformin,d. For the last 6 years,"c. No, he told me he was NOT compliant with his medication regimen but I cannot see when he had missed his prescription refill at the pharmacy.",a. Yes,"c. December 29, 2015, from 1500mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,"b. No, I can see that he has NOT filled his prescription refill at the pharmacy in this display.",,,c. Naproxen,,e. Colchicine,"b. Continue metformin and add another oral agent, not in the sulfonylurea class (ie. piaglitazone).",a. Thiazide,b. Despite his full compliance his blood pressure did not decrease so his thiazide dose was increased.,b. ACE inhibitors,b. He was compliant with his medications for several months but perhaps his blood pressure remained high. I can see that the dosages were increased on both classes of anti-hypertensives.,d. I would not change anything in his treatment regimen.,a. Selective serotonin reuptake inhibitors (SSRIs),,,,e. Atypical antidepressants,,b. Sertraline,c. Fluoxetine,,a. Dr. Bradley,"c. December 17, 2006","c.  Sertraline was used as a monotherapy and was escalated in dose. It may not have been effective at the high dose, and therefore another agent, Bupropion was added.",36.037796020508,-78.985801696777,-1,
R_1P7ekE3hG6qw37k,Default Response Set,Anonymous,,,71.81.194.144,0,2016-06-27 16:04:59,2016-06-27 16:22:35,1,23,1,0,1055,1,a. metformin,d. For the last 6 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",a. Yes,"c. December 29, 2015, from 1500mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,"b. No, I can see that he has NOT filled his prescription refill at the pharmacy in this display.",,,c. Naproxen,,e. Colchicine,"b. Continue metformin and add another oral agent, not in the sulfonylurea class (ie. piaglitazone).",a. Thiazide,b. Despite his full compliance his blood pressure did not decrease so his thiazide dose was increased.,b. ACE inhibitors,d. I cannot tell by the information displayed on this screen what may have happened.,b. I would maximize his calcium channel blocker and trial for another 3 months.,a. Selective serotonin reuptake inhibitors (SSRIs),,,,e. Atypical antidepressants,,b. Sertraline,c. Fluoxetine,,a. Dr. Bradley,"c. December 17, 2006","c.  Sertraline was used as a monotherapy and was escalated in dose. It may not have been effective at the high dose, and therefore another agent, Bupropion was added.",35.528305053711,-82.522499084473,-1,
R_8w9hG1KHVCZz9a9,Default Response Set,Anonymous,,,174.99.44.68,0,2016-06-27 16:31:52,2016-06-27 16:45:25,1,21,1,0,812,1,a. metformin,d. For the last 6 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",a. Yes,"c. December 29, 2015, from 1500mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,c. I don’t know.  I cannot see whether he has filled his prescription at the pharmacy in this display.,,,c. Naproxen,,e. Colchicine,c. Discontinue metformin and add long-acting insulin to his current regimen only.,a. Thiazide,b. Despite his full compliance his blood pressure did not decrease so his thiazide dose was increased.,b. ACE inhibitors,d. I cannot tell by the information displayed on this screen what may have happened.,b. I would maximize his calcium channel blocker and trial for another 3 months.,a. Selective serotonin reuptake inhibitors (SSRIs),,,,e. Atypical antidepressants,,b. Sertraline,c. Fluoxetine,,a. Dr. Bradley,"c. December 17, 2006","c.  Sertraline was used as a monotherapy and was escalated in dose. It may not have been effective at the high dose, and therefore another agent, Bupropion was added.",35.949996948242,-78.961601257324,-1,
R_shwyaOGWGcRoMx3,Default Response Set,Anonymous,,,174.99.46.213,0,2016-06-27 17:02:15,2016-06-27 17:21:04,1,22,1,0,1129,1,a. metformin,e. For the last 9 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",a. Yes,"c. December 29, 2015, from 1500mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,"b. No, I can see that he has NOT filled his prescription refill at the pharmacy in this display.",,,c. Naproxen,,e. Colchicine,"b. Continue metformin and add another oral agent, not in the sulfonylurea class (ie. piaglitazone).",a. Thiazide,b. Despite his full compliance his blood pressure did not decrease so his thiazide dose was increased.,b. ACE inhibitors,d. I cannot tell by the information displayed on this screen what may have happened.,b. I would maximize his calcium channel blocker and trial for another 3 months.,a. Selective serotonin reuptake inhibitors (SSRIs),,,,e. Atypical antidepressants,,b. Sertraline,c. Fluoxetine,,a. Dr. Bradley,"c. December 17, 2006","c.  Sertraline was used as a monotherapy and was escalated in dose. It may not have been effective at the high dose, and therefore another agent, Bupropion was added.",35.849502563477,-79.034103393555,-1,
R_3GfypuD5t3GAmOs,Default Response Set,Anonymous,,,174.99.32.91,0,2016-06-27 17:17:56,2016-06-27 17:32:33,1,23,1,0,876,1,a. metformin,d. For the last 6 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",a. Yes,"c. December 29, 2015, from 1500mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,"b. No, I can see that he has NOT filled his prescription refill at the pharmacy in this display.",,,c. Naproxen,,e. Colchicine,"b. Continue metformin and add another oral agent, not in the sulfonylurea class (ie. piaglitazone).",a. Thiazide,b. Despite his full compliance his blood pressure did not decrease so his thiazide dose was increased.,b. ACE inhibitors,b. He was compliant with his medications for several months but perhaps his blood pressure remained high. I can see that the dosages were increased on both classes of anti-hypertensives.,b. I would maximize his calcium channel blocker and trial for another 3 months.,a. Selective serotonin reuptake inhibitors (SSRIs),,,,e. Atypical antidepressants,,b. Sertraline,c. Fluoxetine,,a. Dr. Bradley,"c. December 17, 2006",d. Bupropion was effective for this patient when it was used 10 years ago.,35.949996948242,-78.961601257324,-1,
R_33s8gc5XCnUiNxq,Default Response Set,Anonymous,,,98.26.55.184,0,2016-06-27 18:00:11,2016-06-27 18:08:49,1,21,1,0,517,1,a. metformin,d. For the last 6 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",a. Yes,"c. December 29, 2015, from 1500mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,"b. No, I can see that he has NOT filled his prescription refill at the pharmacy in this display.",,,c. Naproxen,,e. Colchicine,"b. Continue metformin and add another oral agent, not in the sulfonylurea class (ie. piaglitazone).",a. Thiazide,d. Despite his full compliance his blood pressure did not decrease so a new medication was added to his regimen in addition to his thiazide medication.,a. Calcium channel blockers,b. He was compliant with his medications for several months but perhaps his blood pressure remained high. I can see that the dosages were increased on both classes of anti-hypertensives.,b. I would maximize his calcium channel blocker and trial for another 3 months.,a. Selective serotonin reuptake inhibitors (SSRIs),,,,e. Atypical antidepressants,,b. Sertraline,c. Fluoxetine,,a. Dr. Bradley,"c. December 17, 2006","a. The patient may have been experiencing side effects of Sertraline, therefore switched to Bupropion as monotherapy instead.",36.092407226562,-78.901000976562,-1,
R_3e8n8ACHa3fRkwC,Default Response Set,Anonymous,,,75.110.111.25,0,2016-06-27 18:22:25,2016-06-27 18:38:33,1,23,1,0,967,1,a. metformin,d. For the last 6 years,"b. Yes, he told me he was compliant with his medication regimen and I can see that he has filled his prescriptions on his medication display.",a. Yes,"c. December 29, 2015, from 1500mg to 2000mg",a. Yes,c. 100mg and 200mg,c. Dr. Emerman,"b. No, I can see that he has NOT filled his prescription refill at the pharmacy in this display.",,,,,e. Colchicine,"b. Continue metformin and add another oral agent, not in the sulfonylurea class (ie. piaglitazone).",a. Thiazide,b. Despite his full compliance his blood pressure did not decrease so his thiazide dose was increased.,b. ACE inhibitors,b. He was compliant with his medications for several months but perhaps his blood pressure remained high. I can see that the dosages were increased on both classes of anti-hypertensives.,b. I would maximize his calcium channel blocker and trial for another 3 months.,a. Selective serotonin reuptake inhibitors (SSRIs),,,,e. Atypical antidepressants,,b. Sertraline,c. Fluoxetine,,a. Dr. Bradley,"c. December 17, 2006","c.  Sertraline was used as a monotherapy and was escalated in dose. It may not have been effective at the high dose, and therefore another agent, Bupropion was added.",35.986404418945,-77.851997375488,-1,
